Palette: 20
batDepleteCyclesMin: 2
batDepleteCyclesMax: 7
batDepleteCyclesMaxIfLessThanTwoLeft: 3
batDepleteCyclesMaxIfLessThanFiveLeft: 4
overseersSpawnChance: 0.01
overseersMin: 1
overseersMax: 3
playerGuideOverseerSpawnChance: 0.1
Room_Attr: TR_S02: YellowLizard-1,Vulture-1,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT30: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-2,Centiwing-2,SmallCentipede-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT31: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-2,Centiwing-2,SmallCentipede-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT32: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-2,Centiwing-2,SmallCentipede-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT33: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-2,Centiwing-2,SmallCentipede-2,Scavenger-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT60: Vulture-1,Scavenger-2,KingVulture-1,
Room_Attr: TR_ROOT34: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-2,Centiwing-2,SmallCentipede-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT35: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-2,Centiwing-2,SmallCentipede-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT36: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-2,Centiwing-2,SmallCentipede-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT37: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-2,Centiwing-2,SmallCentipede-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT38: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-2,Centiwing-2,SmallCentipede-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT39: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-2,Centiwing-2,SmallCentipede-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT40: YellowLizard-1,Vulture-2,Centipede-2,Centiwing-2,SmallCentipede-2,EggBug-2,SmallNeedleWorm-2,BigNeedleWorm-2,KingVulture-2,
Room_Attr: TR_ROOT41: YellowLizard-1,Vulture-2,Centipede-2,Centiwing-2,SmallCentipede-2,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-2,
Room_Attr: TR_ROOT42: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-2,Centiwing-2,SmallCentipede-2,EggBug-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT43: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT44: YellowLizard-1,Vulture-1,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-2,
Room_Attr: TR_S06: YellowLizard-1,Vulture-1,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT49: YellowLizard-2,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT50: YellowLizard-2,Vulture-1,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-2,
Room_Attr: TR_ROOT52: YellowLizard-1,Vulture-1,Centipede-2,Centiwing-2,SmallCentipede-2,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT53: BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT57: Vulture-1,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_S08: YellowLizard-2,Vulture-1,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT54: BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT55: YellowLizard-2,Vulture-2,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-3,
Room_Attr: TR_ROOT56: YellowLizard-2,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT51: YellowLizard-2,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT45: YellowLizard-1,Vulture-1,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT46: YellowLizard-1,Vulture-1,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT47: YellowLizard-1,Vulture-3,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-2,
Room_Attr: TR_S07: YellowLizard-1,Vulture-1,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT48: YellowLizard-1,BlackLizard-3,Vulture-1,LanternMouse-3,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,BigSpider-3,SpitterSpider-3,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-1,
Room_Attr: TR_ROOT58: YellowLizard-3,Vulture-1,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-3,
Room_Attr: TR_ROOT59: Vulture-2,Centipede-1,Centiwing-1,SmallCentipede-1,EggBug-2,SmallNeedleWorm-1,BigNeedleWorm-1,KingVulture-3,
